0 10 1 1 0 0
0.995812 9.992 1.0107 1.0004 0.00131989 0.000264655
2.95632 9.94358 1.03055 1.00418 0.00263587 0.000531459
2.89489 9.8893 1.0567 1.01012 0.00394484 0.000802157
2.83473 9.8351 1.08332 1.016 0.00524665 0.00107712
3.75916 9.78621 1.11522 1.02347 0.00654159 0.00135674
3.68105 9.73817 1.14906 1.0313 0.00783021 0.00164178
4.58996 9.6974 1.18829 1.04057 0.00911281 0.00193266
5.47999 9.66889 1.23553 1.05196 0.0103908 0.0022306
5.36611 9.64302 1.28648 1.06399 0.0116654 0.00253669
5.25459 9.61552 1.33915 1.076 0.0129365 0.0028512
6.13081 9.59746 1.39934 1.08963 0.0142043 0.0031747
6.0034 9.5821 1.46431 1.10397 0.0154702 0.00350845
5.87865 9.56468 1.53167 1.11835 0.0167339 0.00385284
5.75648 9.54529 1.60139 1.13275 0.0179952 0.00420816
5.63686 9.52401 1.67341 1.14717 0.0192538 0.00457475
6.51344 9.50584 1.75099 1.1624 0.0205096 0.00495298
6.37809 9.49698 1.839 1.17953 0.0217638 0.00534445
6.24554 9.48586 1.92982 1.19674 0.0230167 0.00575
6.11575 9.47255 2.02325 1.21403 0.0242679 0.00616998
6.97407 9.46904 2.12838 1.23342 0.0255179 0.00660527
8.79171 9.50091 2.26536 1.25922 0.0267697 0.00705954
9.60692 9.53507 2.41013 1.28632 0.028026 0.00753599
9.40727 9.58293 2.57072 1.31674 0.0292879 0.0080365
9.21178 9.6272 2.73207 1.34771 0.0305558 0.00856233
10.0099 9.67761 2.89949 1.38097 0.0318296 0.00911382
10.7832 9.75159 3.08315 1.41994 0.0331119 0.0096935
10.5591 9.82362 3.25846 1.46015 0.0344039 0.0103023
11.3313 9.8997 3.42538 1.50281 0.0357053 0.0109388
11.0958 9.98375 3.58143 1.54884 0.0370177 0.0116029
10.8652 10.0638 3.71582 1.59584 0.0383409 0.0122923
11.6249 10.154 3.83314 1.64691 0.039675 0.0130046
12.3646 10.2645 3.93265 1.70464 0.0410225 0.0137386
14.0722 10.4075 4.01128 1.77251 0.0423867 0.0144926
16.7444 10.5868 4.06273 1.85251 0.0437715 0.0152648
17.3901 10.7946 4.08293 1.94353 0.0451825 0.0160532
17.0287 11.0133 4.07482 2.0413 0.0466218 0.0168548
17.6707 11.2331 4.04582 2.14307 0.0480899 0.0176671
17.3035 11.4665 4.00016 2.25256 0.0495881 0.0184883
16.9439 11.6969 3.94515 2.36474 0.0511169 0.0193175
17.5897 11.9264 3.88433 2.48004 0.0526759 0.020154
19.2033 12.194 3.81245 2.6113 0.0542677 0.020998
18.8043 12.4809 3.7354 2.75278 0.0558962 0.0218502
18.4135 12.7658 3.65937 2.89699 0.0575625 0.022711
20.0058 13.0753 3.58025 3.05339 0.0592675 0.0235814
19.5901 13.4014 3.50096 3.21895 0.061015 0.0244627
21.1725 13.7375 3.42349 3.39123 0.0628056 0.0253558
20.7325 14.1076 3.34445 3.5791 0.0646434 0.0262624
20.3017 14.477 3.27023 3.76902 0.0665299 0.0271839
21.8735 14.8528 3.19963 3.96336 0.0684653 0.0281211
22.4106 15.2803 3.12668 4.17966 0.0704537 0.0290759
23.9282 15.7433 3.05451 4.41147 0.0725005 0.0300506
25.4059 16.2681 2.98069 4.66944 0.0746126 0.031048
25.8737 16.8223 2.91 4.93917 0.0767962 0.0320708
27.3277 17.4123 2.84196 5.22265 0.0790551 0.0331208
27.7431 18.0704 2.77384 5.5332 0.0813966 0.0342012
29.1437 18.7718 2.70871 5.85852 0.0838274 0.0353146
29.5173 19.5343 2.64537 6.20526 0.0863555 0.0364641
29.8831 20.3377 2.58574 6.56259 0.0889869 0.037652
30.2558 21.1649 2.53082 6.92152 0.0917255 0.0388795
29.6271 22.0277 2.47946 7.28624 0.094576 0.0401479
29.9927 22.9339 2.43105 7.65876 0.0975431 0.0414583
29.3694 23.8605 2.38652 8.02853 0.100631 0.0428116
28.759 24.804 2.34556 8.39381 0.103843 0.0442078
29.1406 25.7981 2.30653 8.76697 0.107183 0.0456475
29.5205 26.835 2.26967 9.14383 0.110656 0.0471315
28.907 27.9016 2.23526 9.51884 0.114268 0.0486606
28.3063 28.9866 2.20335 9.88783 0.118022 0.0502344
28.7014 30.1219 2.17292 10.2611 0.121923 0.051853
29.0924 31.3099 2.14385 10.6385 0.125977 0.0535171
28.4879 32.5355 2.11642 11.0143 0.13019 0.0552274
27.8959 33.7813 2.09082 11.3832 0.134567 0.0569834
28.3078 35.0655 2.06655 11.7504 0.13911 0.0587845
27.7195 36.399 2.04336 12.1186 0.143826 0.0606311
27.1435 37.7523 2.0216 12.4794 0.14872 0.062523
28.5689 39.1517 2.0008 12.8398 0.153794 0.0644593
27.9753 40.6551 1.98023 13.2128 0.159061 0.0664415
28.3855 42.2051 1.96062 13.5836 0.164529 0.0684701
28.779 43.8624 1.94129 13.9656 0.170208 0.0705458
29.1705 45.5906 1.92268 14.3489 0.176111 0.0726694
29.5622 47.3862 1.9048 14.7322 0.182247 0.0748414
28.9479 49.2717 1.88743 15.1195 0.188626 0.077062
29.3338 51.2314 1.87072 15.5065 0.195257 0.0793312
29.7034 53.3242 1.85424 15.904 0.202158 0.0816502
29.0862 55.4564 1.83865 16.2928 0.209337 0.084019
28.4817 57.626 1.82389 16.6731 0.2168 0.0864366
27.8898 59.8313 1.80988 17.0449 0.224552 0.0889019
27.3103 62.0701 1.79657 17.4084 0.232597 0.0914139
26.7427 64.3403 1.7839 17.7638 0.240939 0.0939717
28.1558 66.7805 1.77123 18.1314 0.249591 0.0965753
27.5707 69.3048 1.75898 18.4975 0.258573 0.0992259
26.9977 71.8659 1.74729 18.8552 0.26789 0.101923
27.4221 74.5349 1.73589 19.2142 0.27755 0.104665
26.8522 77.273 1.72489 19.569 0.287569 0.107453
27.2817 80.1152 1.71418 19.9238 0.297954 0.110287
28.6856 83.2037 1.70334 20.2947 0.308731 0.113166
28.0895 86.4114 1.6928 20.6652 0.319925 0.116094
27.5058 89.6693 1.68271 21.027 0.331546 0.119069
30.9008 93.1783 1.67258 21.4021 0.343608 0.12209
30.2586 97.0556 1.66219 21.8007 0.356162 0.125161
29.6298 101.01 1.65226 22.19 0.369234 0.128284
29.9933 105.176 1.64248 22.5837 0.382841 0.131456
30.3658 109.451 1.63306 22.9709 0.397004 0.134679
29.7348 113.926 1.62383 23.3598 0.411746 0.137952
30.0961 118.641 1.61474 23.753 0.427094 0.141275
30.4582 123.545 1.60587 24.145 0.443075 0.144649
29.8252 128.612 1.59727 24.5331 0.459716 0.148073
30.197 133.846 1.58892 24.9174 0.477035 0.151547
29.5695 139.287 1.58077 25.3006 0.49506 0.155071
31.9217 145.132 1.57258 25.6962 0.513823 0.158644
31.2583 151.368 1.56442 26.1011 0.533391 0.16227
31.5983 157.839 1.55647 26.503 0.553794 0.165948
30.9416 164.553 1.54873 26.902 0.57507 0.169677
30.2986 171.409 1.54129 27.2916 0.597242 0.173458
31.6336 178.79 1.5338 27.6945 0.620349 0.17729
31.9658 186.521 1.52644 28.0984 0.644454 0.181174
31.3015 194.546 1.51927 28.4993 0.669603 0.185111
30.651 202.745 1.51235 28.8906 0.695822 0.189099
30.0141 211.112 1.50569 29.2726 0.723135 0.193137
29.3903 219.641 1.49926 29.6453 0.751563 0.197224
29.7609 228.598 1.4929 30.021 0.781143 0.201359
30.1403 237.785 1.48673 30.3904 0.81192 0.205543
30.5014 247.627 1.48052 30.7706 0.84395 0.209776
32.8384 258.258 1.47424 31.1654 0.877325 0.214058
32.156 269.661 1.46793 31.5718 0.912164 0.218393
32.4836 281.399 1.46182 31.971 0.948528 0.22278
31.8085 293.695 1.45579 32.371 0.986481 0.227219
32.1454 306.308 1.44995 32.7628 1.02608 0.23171
31.4774 319.557 1.44418 33.1568 1.06738 0.236252
31.8087 333.393 1.4385 33.5505 1.11047 0.240845
31.1477 347.667 1.43297 33.9386 1.15541 0.245489
30.5004 362.246 1.42761 34.3173 1.20226 0.250182
29.8665 377.121 1.42242 34.6867 1.25106 0.254925
29.2459 392.28 1.41739 35.0472 1.30184 0.259715
28.6381 407.71 1.4125 35.3988 1.35463 0.264551
29.0367 423.572 1.40773 35.7458 1.40949 0.269433
28.4333 440.108 1.40301 36.0934 1.46649 0.27436
27.8424 456.914 1.39842 36.4324 1.52569 0.279331
27.2638 473.974 1.39396 36.7631 1.58712 0.284347
27.6952 491.342 1.38962 37.087 1.65083 0.289404
29.0863 510.701 1.38511 37.4353 1.71694 0.294506
29.4756 530.89 1.38065 37.7841 1.78568 0.299653
30.836 552.888 1.3761 38.1502 1.85719 0.304846
31.1931 575.917 1.37159 38.5176 1.93168 0.310088
30.5449 600.103 1.36712 38.8876 2.00929 0.315377
29.9101 624.781 1.36277 39.2485 2.09013 0.320715
32.2366 652.017 1.35829 39.6328 2.17437 0.3261
34.5354 681.549 1.35374 40.0334 2.26236 0.331537
33.8177 713.097 1.34917 40.4435 2.3544 0.337027
35.0796 746.963 1.34458 40.8653 2.45074 0.342571
34.3506 782.038 1.34009 41.2807 2.55164 0.34817
34.618 818.924 1.33565 41.6974 2.65729 0.353823
33.8986 856.915 1.33133 42.1052 2.76788 0.35953
33.1942 895.902 1.32713 42.503 2.88356 0.36529
32.5044 935.864 1.32304 42.8909 3.00445 0.371101
32.8102 977.86 1.31899 43.2808 3.13073 0.376963
32.1284 1021 1.31504 43.6624 3.26265 0.382875
33.4295 1067.1 1.31107 44.0536 3.40042 0.388837
35.6994 1117.27 1.30702 44.4632 3.54454 0.394852
34.9575 1170.58 1.30298 44.8792 3.69552 0.400921
36.2206 1226.08 1.29901 45.2913 3.85365 0.407044
35.4679 1285.34 1.29504 45.7123 4.01938 0.413221
34.7308 1346.3 1.29116 46.1228 4.19305 0.419453
34.9904 1410.42 1.28733 46.5347 4.37497 0.425739
34.2632 1476.49 1.28358 46.9376 4.56549 0.432078
33.5512 1544.34 1.27994 47.3305 4.76484 0.438469
32.854 1613.93 1.27638 47.7136 4.97327 0.444911
32.1712 1685.22 1.27292 48.0872 5.19099 0.451402
32.4922 1759.26 1.2695 48.4578 5.41827 0.457941
32.8004 1837.95 1.26607 48.8354 5.65565 0.46453
33.1124 1919.72 1.2627 49.21 5.9036 0.471168
32.4243 2005.15 1.25936 49.5839 6.16262 0.477855
31.7505 2092.6 1.2561 49.9485 6.43305 0.48459
31.0907 2182.03 1.25291 50.3039 6.71515 0.491372
31.4404 2273.95 1.24978 50.6529 7.00919 0.498201
32.7621 2373.76 1.2466 51.0181 7.31586 0.505076
32.0812 2478.33 1.24344 51.3842 7.63607 0.511999
31.4146 2585.32 1.24036 51.741 7.97024 0.518969
30.7617 2694.65 1.23734 52.0888 8.3187 0.525985
31.1183 2806.98 1.23437 52.4303 8.68174 0.533047
31.4612 2926.45 1.2314 52.7794 9.06006 0.540153
31.7928 3053.08 1.22842 53.1345 9.45462 0.547306
31.1321 3183.72 1.22548 53.4844 9.86622 0.554505
32.456 3323.03 1.22253 53.8429 10.2956 0.56175
32.7669 3471.1 1.21957 54.2084 10.7439 0.569042
35.0693 3627.53 1.21662 54.5783 11.2122 0.576383
36.3196 3802.2 1.21355 54.9786 11.7024 0.583773
35.5649 3986.41 1.2105 55.3812 12.2163 0.591217
34.8258 4175.94 1.20752 55.7736 12.755 0.598713
35.0854 4374.8 1.20456 56.1661 13.3192 0.60626
35.3479 4582.39 1.20164 56.5561 13.9103 0.613859
35.6113 4799.62 1.19875 56.9449 14.5294 0.621508
35.8567 5032.11 1.19584 57.3436 15.1781 0.629209
38.0636 5286.61 1.19286 57.7643 15.8589 0.636964
37.2726 5553.46 1.18992 58.183 16.5742 0.644774
36.498 5828.72 1.18704 58.5912 17.3254 0.652638
38.7 6125.13 1.18413 59.0125 18.114 0.660556
37.8958 6438.72 1.18124 59.4367 18.9431 0.66853
37.1082 6762.49 1.17841 59.8501 19.8142 0.676558
36.3371 7096.39 1.17565 60.2532 20.7288 0.684641
35.582 7440.34 1.17294 60.646 21.6881 0.692775
35.8384 7796.05 1.17028 61.0313 22.6935 0.700961
36.0749 8177.61 1.1676 61.4275 23.7476 0.709197
35.3252 8571.42 1.16498 61.8149 24.8529 0.717485
36.5516 8995.8 1.16232 62.2157 26.0121 0.725825
35.792 9434.1 1.15971 62.6074 27.2284 0.734217
35.0482 9885.23 1.15716 62.9892 28.5033 0.742659
37.2617 10381.8 1.15454 63.3953 29.8406 0.751153
37.479 10901 1.15195 63.7983 31.2449 0.7597
36.7001 11444 1.14939 64.1984 32.7195 0.7683
35.9375 12003.5 1.14689 64.5883 34.2669 0.776951
35.1906 12579.6 1.14443 64.9682 35.8892 0.785653
36.426 13196.1 1.14195 65.3577 37.5899 0.794406
36.6524 13849.5 1.13948 65.7518 39.3745 0.803209
37.8866 14529.1 1.13704 66.1407 41.2471 0.812064
38.093 15264.5 1.13457 66.545 43.213 0.820972
38.2868 16047.7 1.1321 66.9558 45.2791 0.829932
38.4807 16870.8 1.12964 67.3658 47.4511 0.838947
38.6726 17738 1.1272 67.7762 49.7347 0.848015
39.8419 18671.2 1.12474 68.199 52.1369 0.857138
39.014 19650.8 1.12231 68.6194 54.6658 0.866316
39.1928 20674.7 1.1199 69.0351 57.3265 0.875549
38.3783 21744.5 1.11753 69.4462 60.1258 0.884837
37.5808 22849.9 1.1152 69.8467 63.0687 0.894178
36.7998 23990.6 1.11291 70.2368 66.1598 0.90357
38.0121 25197.1 1.11063 70.6302 69.4053 0.913014
37.2222 26467.5 1.10836 71.0241 72.8147 0.92251
36.4487 27777.8 1.10614 71.4078 76.3945 0.932057
38.6517 29188.9 1.10389 71.8044 80.1527 0.941654
37.8484 30681.6 1.10165 72.2038 84.1036 0.951304
38.0515 32240.3 1.09943 72.5989 88.2553 0.961007
39.2419 33900 1.09721 73.0006 92.6189 0.970761
39.4243 35659.9 1.09499 73.406 97.209 0.980568
38.6051 37514.4 1.09279 73.8118 102.038 0.990429
39.7736 39489.2 1.09058 74.2237 107.118 1.00034
38.9471 41558 1.08839 74.6321 112.467 1.01031
40.1231 43729.4 1.08623 75.0383 118.093 1.02033
40.2747 46070.2 1.08404 75.4577 124.019 1.03041
39.4378 48509 1.08188 75.8698 130.26 1.04054
38.6182 51032.4 1.07977 76.2712 136.829 1.05072
39.7865 53719.6 1.07765 76.6789 143.74 1.06096
